report_id,version,entity,city,state,injury_severity,incident_date,airbag,towed,narrative_len,vin,incident_time,driver_type,same_incident_id,same_vehicle_id,service_context,operator,any_injury,serious_plus,metro,quarter
30412-6277,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,544,5G21A6P00P4,08:37,Remote (Commercial / Test),d52496957ff39de,ad0c866add9c24e,False,cruise,False,False,california,2023Q3
30412-6276,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,672,5G21A6P03P4,10:37,Remote (Commercial / Test),4cfdaf92efc44d4,4f77fc9ca442498,True,cruise,False,False,california,2023Q3
30412-6275,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,557,5G21A6P05P4,22:32,Remote (Commercial / Test),36eaf89cd2651b4,d8c54ca75c4ad96,False,cruise,False,False,california,2023Q3
30412-6272,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,536,5G21A6P08P4,23:34,Remote (Commercial / Test),6fe6f968f40e80b,0ffcaf320d0257f,False,cruise,False,False,california,2023Q3
30412-6271,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,539,5G21A6P00P4,14:53,Remote (Commercial / Test),a1a3b76299c95c4,855beb2ad4ea0c6,False,cruise,False,False,california,2023Q3
30412-6270,1,Cruise LLC,San Francisco,CA,Minor,2023-08-01,False,False,590,5G21A6P03P4,16:06,Remote (Commercial / Test),e96092613d9dd35,076842eb87a311d,True,cruise,True,False,california,2023Q3
30412-6269,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,604,5G21A6P06P4,13:47,Remote (Commercial / Test),9bbcc8e37f34850,060a42f327f5862,True,cruise,False,False,california,2023Q3
30412-6268,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,False,529,5G21A6P05P4,20:33,Remote (Commercial / Test),dddd801cc7734cb,bd9f3f0db6c5776,False,cruise,False,False,california,2023Q3
30412-6167,1,Cruise LLC,San Francisco,CA,Minor,2023-08-01,False,False,892,5G21A6P0XP4,09:05,Remote (Commercial / Test),a031f7256578809,e701c498a606d33,False,cruise,True,False,california,2023Q3
30412-6160,2,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,True,True,612,5G21A6P03P4,00:56,Remote (Commercial / Test),350127996a9c99d,bdffe07c469b491,False,cruise,False,False,california,2023Q3
30412-6159,2,Cruise LLC,San Francisco,CA,Moderate,2023-08-01,True,True,717,5G21A6P07P4,00:19,Remote (Commercial / Test),bdbef5fb68c771f,83ae19e86bb60d2,True,cruise,True,False,california,2023Q3
30412-6144,3,Cruise LLC,San Francisco,CA,Serious,2023-08-01,True,True,642,5G21A6P05P4,22:22,Remote (Commercial / Test),d8658d11ce22465,cf9688d9a496319,True,cruise,True,True,california,2023Q3
30412-6175,2,Cruise LLC,San Francisco,CA,Moderate,2023-08-01,False,False,862,5G21A6P02N4,01:42,Remote (Commercial / Test),558b2f6cb423a8b,4f6dffba14768a2,False,cruise,True,False,california,2023Q3
30412-6181,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,833,5G21A6P03P4,01:39,Remote (Commercial / Test),a3b36081dcdb405,d1555c584628ca6,False,cruise,False,False,california,2023Q3
30412-6180,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,723,5G21A6P03P4,21:22,Remote (Commercial / Test),e55e0dbe712106f,d199febbdcd6725,False,cruise,False,False,california,2023Q3
30412-6175,1,Cruise LLC,San Francisco,CA,Moderate,2023-08-01,False,False,765,5G21A6P02N4,01:42,Remote (Commercial / Test),558b2f6cb423a8b,4f6dffba14768a2,False,cruise,True,False,california,2023Q3
30412-6145,2,Cruise LLC,San Francisco,CA,Minor,2023-08-01,False,False,613,5G21A6P06P4,08:45,Remote (Commercial / Test),250a095dea0e0fd,51ea6e175307551,False,cruise,True,False,california,2023Q3
30412-6144,2,Cruise LLC,San Francisco,CA,Serious,2023-08-01,True,True,738,5G21A6P05P4,22:22,Remote (Commercial / Test),d8658d11ce22465,cf9688d9a496319,True,cruise,True,True,california,2023Q3
30412-6160,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,True,True,612,5G21A6P03P4,00:56,Remote (Commercial / Test),350127996a9c99d,bdffe07c469b491,False,cruise,False,False,california,2023Q3
30412-6159,1,Cruise LLC,San Francisco,CA,Moderate,2023-08-01,True,True,717,5G21A6P07P4,00:19,Remote (Commercial / Test),bdbef5fb68c771f,83ae19e86bb60d2,True,cruise,True,False,california,2023Q3
30412-6158,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,851,5G21A6P03P4,00:12,Remote (Commercial / Test),aae6306629016ce,8d8f4e03185c26a,False,cruise,False,False,california,2023Q3
30412-6145,1,Cruise LLC,San Francisco,CA,Minor,2023-08-01,False,False,519,5G21A6P06P4,08:45,Remote (Commercial / Test),250a095dea0e0fd,51ea6e175307551,False,cruise,True,False,california,2023Q3
30412-6144,1,Cruise LLC,San Francisco,CA,Serious,2023-08-01,True,True,644,5G21A6P05P4,22:22,Remote (Commercial / Test),d8658d11ce22465,cf9688d9a496319,True,cruise,True,True,california,2023Q3
30412-6139,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,709,5G21A6P0XP4,07:51,Remote (Commercial / Test),8e7f82326ba47e0,ba7367055695bf8,False,cruise,False,False,california,2023Q3
30270-6133,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,864,SADHW2S16M1,11:11,,53f90b378293caf,012f736814921d2,False,waymo,False,False,california,2023Q3
30270-6132,1,Waymo LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,1125,SADHW2S15M1,9:51,,f9e9b87d440f746,18759114accd4fb,True,waymo,False,False,california,2023Q3
30412-6052,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,594,5G21A6P07P4,11:41,Remote (Commercial / Test),34a2a91e7ebe7b8,0a5adc25309be27,True,cruise,False,False,california,2023Q3
30412-6051,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,645,5G21A6P06P4,11:03,Remote (Commercial / Test),6518984c44dae43,ab05ddf0323cbe2,True,cruise,False,False,california,2023Q3
30412-6044,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,614,5G21A6P00P4,22:41,Remote (Commercial / Test),11b1d6ea16682dc,e2e92344a0e024c,True,cruise,False,False,california,2023Q3
30412-6042,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,563,5G21A6P09P4,16:16,Remote (Commercial / Test),86b4543603ad8af,36e8ffc6b55a39c,False,cruise,False,False,california,2023Q3
30412-6041,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,491,5G21A6P05P4,10:47,Remote (Commercial / Test),71e0dfa7bd9967b,2cedb48a4023a1b,True,cruise,False,False,california,2023Q3
30412-6040,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,647,5G21A6P0XP4,00:07,Remote (Commercial / Test),38c4b32541f4122,09cff9e5f1f1e9f,True,cruise,False,False,california,2023Q3
30412-6039,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,615,5G21A6P03P4,22:34,Remote (Commercial / Test),0c8da6d17337ae5,d1555c584628ca6,True,cruise,False,False,california,2023Q3
30412-6038,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,638,5G21A6P03P4,20:56,Remote (Commercial / Test),76e9788e6cbf5dc,6178a0ade570ced,False,cruise,False,False,california,2023Q3
30412-6037,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,False,561,5G21A6P05P4,01:52,Remote (Commercial / Test),2b45b757c05a1e4,388f56b7b973d30,True,cruise,False,False,california,2023Q3
30412-6020,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-08-01,False,True,414,5G21A6P07P4,09:48,Remote (Commercial / Test),8769ad7314aa0a5,fd9caa334f9fbc8,False,cruise,False,False,california,2023Q3
30412-6006,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,True,685,5G21A6P0XN4,23:51,Remote (Commercial / Test),8a177e450e8774c,1dd7f97fc9a7470,True,cruise,False,False,california,2023Q3
30412-5982,2,Cruise LLC,San Francisco,CA,Unknown,2023-07-01,False,False,812,5G21A6P05P4,06:41,Remote (Commercial / Test),0cc9d9a746d8ae5,0af0cbfd9f52fc7,True,cruise,False,False,california,2023Q3
30412-5993,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,True,586,5G21A6P03P4,14:45,Remote (Commercial / Test),919102c28fff2ca,90ac4f6be799da6,True,cruise,False,False,california,2023Q3
30412-5981,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,True,False,779,5G21A6P07N4,01:56,Remote (Commercial / Test),d882789ee7a4ca1,9821f437fc2ef8c,False,cruise,False,False,california,2023Q3
30412-5982,1,Cruise LLC,San Francisco,CA,Unknown,2023-07-01,False,False,812,5G21A6P05P4,06:41,Remote (Commercial / Test),0cc9d9a746d8ae5,0af0cbfd9f52fc7,True,cruise,False,False,california,2023Q3
30412-5968,1,Cruise LLC,San Francisco,CA,Minor,2023-07-01,False,True,793,5G21A6P0XP4,23:08,Remote (Commercial / Test),b371438c0da79a5,32df733dabfb852,True,cruise,True,False,california,2023Q3
30412-5848,1,Cruise LLC,San Francisco,CA,No Injuries Reported,2023-07-01,False,True,789,5G21A6P04P4,22:47,Remote (Commercial / Test),c4edae09c5eac62,79066740bd916eb,True,cruise,False,False,california,2023Q3
30270-15584,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1231,SADHW2S13R1,12:49,,e3d40a36f727b1e,5b17610c6bb8c35,False,waymo,False,False,california,2026Q2
30270-15507,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1188,L6TZB1G10SU,15:37,,fa5f1c553df1af6,93d5a97546851e5,True,waymo,False,False,california,2026Q2
30270-15403,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,901,SADHW2S15R1,23:18,,09b5a4e89f27448,374eec2914ce79c,False,waymo,False,False,california,2026Q2
30270-15663,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1376,SADHW2S15R1,08:43,,7f831d730349c04,afd8fd71b8fc958,True,waymo,False,False,california,2026Q2
30270-15673,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,987,SADHW2S17R1,07:32,,7372116fd2a26e6,f483edd57e0b341,True,waymo,False,False,california,2026Q2
30270-15674,1,Waymo LLC,San Francisco,CA,Minor W/O Hospitalization,2026-06-01,False,False,836,SADHW2S16R1,00:24,,6dd5489a060aecd,5f115f715767ebe,True,waymo,True,False,california,2026Q2
30270-15782,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,807,SADHW2S16R1,08:15,,bb192e5187082b6,c73c0b1e1cfee64,True,waymo,False,False,california,2026Q2
30270-15661,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,909,SADHW2S12R1,12:30,,45c43ec2a3f4270,b1e466934117815,True,waymo,False,False,california,2026Q2
30270-15665,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,866,SADHW2S15R1,21:35,,5c60ca37c26b42c,6060f6e3fa3dfaf,True,waymo,False,False,california,2026Q2
30270-15664,1,Waymo LLC,Beverly Hills,CA,Property Damage. No Injured Reported,2026-06-01,False,False,884,SADHW2S17R1,15:03,,375730eabf1796c,c831ff48525db87,False,waymo,False,False,california,2026Q2
30270-15585,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1112,SADHW2S16R1,08:01,,cf887eff11bfdc9,2e2ea000251f35c,True,waymo,False,False,california,2026Q2
30270-15583,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1146,SADHW2S10R1,18:28,,7dd2f1111b60db0,123acc41ea129c1,False,waymo,False,False,california,2026Q2
30270-15659,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1244,SADHW2S14R1,22:36,,f16394ad5598be9,67f4c36f368a0ce,True,waymo,False,False,california,2026Q2
30270-15744,1,Waymo LLC,Beverly Hills,CA,Property Damage. No Injured Reported,2026-06-01,False,False,956,SADHW2S17R1,22:19,,00b490148a8132f,cff3f006dc1084d,True,waymo,False,False,california,2026Q2
30270-15508,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,987,SADHW2S17R1,19:40,,8b578b5c3be9177,11b928653bc2015,True,waymo,False,False,california,2026Q2
30270-15635,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,987,SADHW2S1XR1,11:56,,69a76d4ab4c428a,5094cd2685f000c,True,waymo,False,False,california,2026Q2
30270-15642,1,Waymo LLC,Beverly Hills,CA,Property Damage. No Injured Reported,2026-06-01,False,False,855,SADHW2S14R1,19:15,,e18652b03d3c35c,1fc36c5073992f4,True,waymo,False,False,california,2026Q2
30270-15535,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,884,SADHW2S15R1,02:23,,2ff0376b50ebae5,4bd709141951011,False,waymo,False,False,california,2026Q2
30270-15511,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,960,SADHW2S17R1,12:46,,45640610b43a542,965bcf3ea94aad2,False,waymo,False,False,california,2026Q2
30270-15393,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1095,SADHW2S19R1,16:59,,025397c44a5648d,93a9398b4b87a51,True,waymo,False,False,california,2026Q2
30270-15500,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,881,SADHW2S18R1,08:31,,5af7f197a2189c1,04a02c9dbf68260,False,waymo,False,False,california,2026Q2
30270-15536,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,876,L6TZB1G19SU,05:19,,aa1eefdd3021328,2db38f813b3bb15,True,waymo,False,False,california,2026Q2
30270-15365,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,962,SADHW2S15R1,11:43,,fa6740d83180bda,5ea9895f6706b95,False,waymo,False,False,california,2026Q2
30270-15396,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1001,SADHW2S18R1,09:33,,2bd875cf276dd75,a79ed30947ab088,False,waymo,False,False,california,2026Q2
30270-15401,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,856,SADHW2S1XR1,12:04,,0407051edee148a,ebc1e9e1f5caa66,False,waymo,False,False,california,2026Q2
30270-15397,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,846,SADHW2S15R1,20:01,,cf3296ffcc7bdf9,faff5b63bec4766,True,waymo,False,False,california,2026Q2
30610-15707,1,"Zoox, Inc.",San Francisco,CA,Unknown,2026-06-01,False,False,750,7Z00XVHX7TC,09:03,,4366476607eca89,05761a25ee8fec9,False,zoox,False,False,california,2026Q2
30270-15636,1,Waymo LLC,San Francisco,CA,Unknown,2026-06-01,False,False,1358,SADHW2S16R1,18:01,,9fc806cd1d491d5,9fab96bcca3005a,True,waymo,False,False,california,2026Q2
30270-15641,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1051,SADHW2S14R1,04:07,,136c91e7f6d7ad8,a500fec8573581f,False,waymo,False,False,california,2026Q2
30270-15633,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,886,SADHW2S10R1,04:27,,f157ffe36415dcc,0cf8420aa4bc01b,True,waymo,False,False,california,2026Q2
30270-15639,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,970,SADHW2S1XR1,00:13,,8ff98a0b5787033,7674f4638011d57,True,waymo,False,False,california,2026Q2
30270-15629,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,959,SADHW2S18R1,21:18,,242bac300a49be8,a83fa3b17285385,True,waymo,False,False,california,2026Q2
30270-15593,1,Waymo LLC,Los Angeles,CA,Minor W/ Hospitalization,2026-06-01,False,False,1020,SADHW2S10R1,20:50,,4a126f360629b70,7e72a6dd54a17e3,True,waymo,True,False,california,2026Q2
30270-15590,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,957,SADHW2S1XR1,00:03,,b83282f32aa9b0c,a407013201be958,True,waymo,False,False,california,2026Q2
30270-15558,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,999,SADHW2S13R1,23:38,,41ba6e02ad144d9,4acd146b81a9fd0,False,waymo,False,False,california,2026Q2
30270-15586,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1022,SADHW2S1XR1,20:06,,a2dd94ce934265a,61f9c84e4ff318f,True,waymo,False,False,california,2026Q2
30270-15549,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,966,SADHW2S14R1,21:22,,2e533ecc396fce2,db8826c7faa707a,True,waymo,False,False,california,2026Q2
30270-15551,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,969,SADHW2S15R1,17:20,,eab08d64f46b023,a4d0f0ad1e6ba44,False,waymo,False,False,california,2026Q2
30270-15546,1,Waymo LLC,Culver City,CA,Property Damage. No Injured Reported,2026-06-01,False,False,948,SADHW2S1XR1,18:30,,ed7a29287f4cbc0,e8442454dfc98c9,True,waymo,False,False,california,2026Q2
30270-15559,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,875,SADHW2S16M1,12:07,,8da785eec3187c9,96a7a18181487b7,False,waymo,False,False,california,2026Q2
30270-15502,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,794,SADHW2S19R1,09:40,,8f666d5db1507b9,ee6ac5b4cf51a16,True,waymo,False,False,california,2026Q2
30270-15484,1,Waymo LLC,San Bruno,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1128,SADHW2S18R1,16:28,,0979687e38f8f78,54619800d29806c,True,waymo,False,False,california,2026Q2
30270-15483,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,823,SADHW2S15R1,06:54,,d379326751d30fa,9ce87e9f64b38aa,False,waymo,False,False,california,2026Q2
30270-15510,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,881,SADHW2S1XR1,23:23,,aedcdbfcb94c218,fdbf96d5e03fc50,False,waymo,False,False,california,2026Q2
30270-15482,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,904,SADHW2S17R1,03:39,,61eac6ee6bd0367,8edf1fa23a73fb3,False,waymo,False,False,california,2026Q2
30270-15472,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,866,SADHW2S14R1,17:44,,7f3905efe57d2a6,92f69ad8fda3751,True,waymo,False,False,california,2026Q2
30270-15425,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,921,SADHW2S13R1,05:11,,4a4070e3cadc67a,340682fc4e29fc4,True,waymo,False,False,california,2026Q2
30270-15029,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1028,SADHW2S11R1,00:22,,78d4173a18eaa52,94e8b47ece14f25,True,waymo,False,False,california,2026Q2
30270-14989,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1026,SADHW2S1XR1,16:39,,96b7cee8621bc70,c7ad2d06498a590,False,waymo,False,False,california,2026Q2
30270-15069,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,900,SADHW2S16R1,15:11,,11ee822371429c8,549dc088263cd26,True,waymo,False,False,california,2026Q2
30270-15030,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1064,SADHW2S13R1,16:46,,0714d81c98729b4,f89ceaa0e284524,False,waymo,False,False,california,2026Q2
30270-15177,1,Waymo LLC,Los Angeles,CA,Minor W/O Hospitalization,2026-05-01,False,False,983,SADHW2S11R1,14:20,,36d96f9b2661bd3,7108922e6a861c0,True,waymo,True,False,california,2026Q2
30270-15287,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1002,SADHW2S14R1,16:47,,bc19b427e3a246f,4118145645eb61d,False,waymo,False,False,california,2026Q2
30270-15261,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1057,SADHW2S17R1,14:50,,ac5b68479162724,9e818370f447fcc,True,waymo,False,False,california,2026Q2
30270-15298,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1089,SADHW2S16R1,12:19,,0ffe81feb04236f,327b6c91f6794d7,True,waymo,False,False,california,2026Q2
30270-15291,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1099,SADHW2S18R1,12:09,,62662c13b50031b,a6ee1cf7d3fb6b5,True,waymo,False,False,california,2026Q2
30270-15299,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,798,SADHW2S10R1,9:04,,e532f51ac1aa8aa,61fd77a56acc72d,False,waymo,False,False,california,2026Q2
30270-15289,1,Waymo LLC,Culver City,CA,Property Damage. No Injured Reported,2026-05-01,False,False,959,SADHW2S11R1,00:57,,588c6d255f424b8,2c6cb507a6366c8,True,waymo,False,False,california,2026Q2
30270-15255,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1021,SADHW2S10R1,00:28,,d29f5a4b9ddf9ef,cffbac9cb61bacd,True,waymo,False,False,california,2026Q2
30270-15285,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,760,SADHW2S1XR1,22:31,,d1da10f4bebadec,06f399bc4aebe73,True,waymo,False,False,california,2026Q2
30270-15191,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,760,SADHW2S11R1,21:53,,a4b1d8f5658680c,914f5e1aba32b51,False,waymo,False,False,california,2026Q2
30270-15179,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1046,SADHW2S15R1,16:56,,8457fb412081c72,94d4295956bd0c0,False,waymo,False,False,california,2026Q2
30270-15178,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,915,SADHW2S15R1,15:33,,1130e10f709f619,b2460aa4d9958ba,True,waymo,False,False,california,2026Q2
30270-15190,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,918,SADHW2S10R1,19:44,,9e6517cb4be86b4,7d546377e77850f,True,waymo,False,False,california,2026Q2
30270-15106,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1286,SADHW2S15R1,22:32,,7d6d4942edb67c8,22f4a9434bb99b4,True,waymo,False,False,california,2026Q2
30270-14945,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,918,SADHW2S17R1,12:08,,ddb8d6f6705d53f,5df2f0cfc8c7d19,False,waymo,False,False,california,2026Q2
30270-15002,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,857,SADHW2S16R1,13:15,,4a6b7e3f7b3d162,d8b8ce0b95cec87,False,waymo,False,False,california,2026Q2
30270-14987,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,759,SADHW2S14R1,05:54,,6c59fc757b5cd6f,e3132dbbe830dd9,False,waymo,False,False,california,2026Q2
30270-14992,1,Waymo LLC,Santa Monica,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1000,SADHW2S16R1,07:00,,1124d490953b219,20ade02bce67d43,False,waymo,False,False,california,2026Q2
30270-14984,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1024,SADHW2S1XR1,12:04,,45ed3d57421171c,f5bad8f25c54711,False,waymo,False,False,california,2026Q2
30270-14981,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,799,SADHW2S14R1,21:54,,a4855381bcacb33,0e0c362f73db6fe,False,waymo,False,False,california,2026Q2
30270-14908,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-05-01,False,False,1040,SADHW2S17R1,21:51,,ef6425970681a10,9be254445ee828e,True,waymo,False,False,california,2026Q2
30270-15360,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1114,SADHW2S15R1,15:18,,960f84364036c6d,4bd709141951011,True,waymo,False,False,california,2026Q2
30270-15352,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,993,SADHW2S11R1,04:03,,6a20d07f9bbfd90,94e8b47ece14f25,True,waymo,False,False,california,2026Q2
30270-15353,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1382,SADHW2S13R1,01:45,,221c35a064eb9f9,6656f6c60fb6d7d,True,waymo,False,False,california,2026Q2
30270-15346,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1525,SADHW2S17R1,20:14,,06da8374e99eb68,81dd10bee130a88,False,waymo,False,False,california,2026Q2
30270-15374,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,990,SADHW2S17R1,06:55,,1358e3b8e968ed0,d1cae4380110219,False,waymo,False,False,california,2026Q2
30270-15349,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-06-01,False,False,899,SADHW2S19R1,08:57,,7cf407372ae7b93,2aadd02d2317833,True,waymo,False,False,california,2026Q2
30270-15348,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1153,SADHW2S19R1,10:34,,a5c97133cf2d665,a0d1b0499a39de5,False,waymo,False,False,california,2026Q2
30270-15347,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,953,SADHW2S17R1,13:23,,47b2c684d32f1af,786a6ef5fb045ed,False,waymo,False,False,california,2026Q2
30270-15350,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1070,SADHW2S16R1,10:48,,6f1e53fb8c87cd4,24fa48cd19dee5d,False,waymo,False,False,california,2026Q2
30270-15344,1,Waymo LLC,San Francisco,CA,Property Damage. No Injured Reported,2026-06-01,False,False,1280,SADHW2S1XR1,14:50,,6eb0013826abd0b,ca1a44323b5b673,False,waymo,False,False,california,2026Q2
30270-15301,1,Waymo LLC,San Francisco,CA,Unknown,2026-06-01,False,False,1877,SADHW2S10M1,13:07,,04975f9cbbbb0e2,db8ad4169cf7e4c,True,waymo,False,False,california,2026Q2
30270-15254,1,Waymo LLC,Los Angeles,CA,Property Damage. No Injured Reported,2026-05-01,False,False,764,SADHW2S15R1,12:18,,501f3b7ddfa7aa6,4d8db757a04a594,False,waymo,False,False,california,2026Q2
